City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,San Cristobal,VE,7.7669,-72.225,71.78,98,91,4.21,overcast clouds
349,Lakatoro,VU,-16.0999,167.4164,82.31,73,31,12.01,scattered clouds
350,Mehamn,NO,71.0357,27.8492,40.91,91,99,8.05,light rain
351,Hambantota,LK,6.1241,81.1185,79.0,84,94,16.73,overcast clouds
352,Roura,GF,4.7263,-52.3274,80.96,89,0,2.3,clear sky
353,Nome,US,64.5011,-165.4064,68.16,34,93,10.89,overcast clouds
354,Atar,MR,20.5169,-13.0499,89.06,23,99,12.35,overcast clouds
355,Anloga,GH,5.7947,0.8973,81.75,78,100,12.88,overcast clouds
356,Ramos Arizpe,MX,25.55,-100.9667,75.96,55,75,11.5,broken clouds
357,Shubarshi,KZ,48.5872,57.1869,63.05,52,0,4.72,clear sky
358,Godfrey,US,38.9556,-90.1868,81.72,39,6,4.12,clear sky
359,Buin,CL,-33.7333,-70.75,57.74,88,100,3.31,moderate rain
360,Vallenar,CL,-28.5708,-70.7581,59.36,29,100,3.67,overcast clouds
361,Cabcaben,PH,14.454,120.5914,88.12,68,40,1.43,scattered clouds
362,Adrar,MR,20.5022,-10.0711,86.0,25,90,16.87,overcast clouds
363,Itoman,JP,26.1247,127.6694,77.4,94,75,4.61,moderate rain
364,Nantucket,US,41.2835,-70.0995,60.01,94,74,8.28,broken clouds
365,Soissons,FR,49.3333,3.3333,61.41,92,49,4.34,scattered clouds
366,Itarema,BR,-2.9248,-39.9167,77.29,86,98,7.09,overcast clouds
367,Malartic,CA,48.1335,-78.1328,66.31,49,89,8.16,overcast clouds
368,Severodvinsk,RU,64.5635,39.8302,64.51,71,100,15.59,overcast clouds
369,Huarmey,PE,-10.0681,-78.1522,65.95,83,66,5.35,broken clouds
370,Timiryazevskoye,RU,56.49,84.8769,33.1,93,52,1.9,broken clouds
371,Kushiro,JP,42.975,144.3747,54.55,71,75,9.22,broken clouds
372,Khani,GE,41.9563,42.9566,60.37,70,77,5.55,broken clouds
373,Mayo,US,38.8876,-76.5119,77.2,58,0,4.61,clear sky
374,Prince Rupert,CA,54.3161,-130.3201,62.69,76,75,10.36,broken clouds
375,Cansancao,BR,-10.6672,-39.4992,69.01,78,92,5.53,overcast clouds
376,Solano,US,38.2333,-121.9511,78.53,59,100,16.28,overcast clouds
377,Virginia Beach,US,36.8529,-75.978,78.03,71,75,11.5,broken clouds
378,Chiang Rai,TH,19.9167,99.9167,79.57,91,0,4.61,clear sky
379,Pemberton,CA,50.3164,-122.8027,58.69,93,100,6.58,overcast clouds
380,Kushima,JP,31.4583,131.2333,76.3,63,11,6.02,few clouds
381,Mitzic,GA,0.7821,11.549,68.07,98,99,2.15,moderate rain
382,Svolvaer,NO,68.2342,14.5683,52.5,87,74,5.95,broken clouds
383,Kitui,KE,-1.367,38.0106,57.25,82,31,2.98,scattered clouds
384,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,58,0,5.75,clear sky
385,Krotoszyn,PL,51.6987,17.4374,61.56,73,71,7.94,broken clouds
386,Shache,CN,38.4167,77.2406,67.71,32,69,12.15,broken clouds
387,Port Lincoln,AU,-34.7333,135.8667,57.38,71,60,18.97,broken clouds
388,Yaan,NG,7.3833,8.5667,76.21,84,75,9.31,broken clouds
389,Krasnyy Chikoy,RU,50.3643,108.7512,46.42,96,100,3.8,overcast clouds
390,Minna,NG,9.6139,6.5569,73.35,63,99,3.96,overcast clouds
391,Kloulklubed,PW,7.0419,134.2556,81.1,71,26,4.05,scattered clouds
392,Arlit,NE,18.7369,7.3853,86.88,9,0,12.39,clear sky
393,Te Anau,NZ,-45.4167,167.7167,44.51,72,69,1.25,broken clouds
394,Saint George,US,37.1041,-113.5841,94.62,9,100,10.0,overcast clouds
395,Wajir,KE,1.7471,40.0573,73.62,74,84,15.86,broken clouds
396,Pereira Barreto,BR,-20.6383,-51.1092,69.1,72,44,6.44,scattered clouds
397,Vabalninkas,LT,55.9667,24.75,45.7,95,85,6.62,overcast clouds
398,Emba,KZ,48.8264,58.1442,62.55,62,8,2.84,clear sky
399,Zabid,YE,14.1951,43.3152,82.92,67,59,7.99,broken clouds
400,Pisco,PE,-13.7,-76.2167,61.02,94,100,4.61,mist
401,Cockburn Town,TC,21.4612,-71.1419,80.56,78,40,9.22,scattered clouds
402,Omsukchan,RU,62.5333,155.8,63.45,45,100,7.02,overcast clouds
403,Westport,US,41.1415,-73.3579,73.27,85,93,5.26,overcast clouds
404,Homer,US,59.6425,-151.5483,73.04,43,8,3.11,clear sky
405,Hobyo,SO,5.3505,48.5268,77.52,85,18,23.49,few clouds
406,Turukhansk,RU,65.8167,87.9833,39.49,64,61,15.66,broken clouds
407,Biu,NG,10.6129,12.1946,80.64,39,85,2.59,overcast clouds
408,Ken Caryl,US,39.5773,-105.1169,71.58,44,93,3.0,light rain
409,Saint-Pierre,RE,-21.3393,55.4781,71.28,68,0,8.05,clear sky
410,Sola,VU,-13.8833,167.55,80.8,67,14,16.02,few clouds
411,Tecoanapa,MX,16.5167,-98.75,82.8,72,73,8.99,broken clouds
412,Anamur,TR,36.0751,32.8369,71.85,70,1,2.57,clear sky
413,Kupang,ID,-10.1667,123.5833,79.11,75,38,5.01,scattered clouds
414,Doha,QA,25.2867,51.5333,87.78,37,0,4.61,clear sky
415,Zwedru,LR,6.0667,-8.1281,72.32,99,95,1.34,overcast clouds
416,Monaghan,IE,54.25,-6.9667,46.09,95,11,6.87,few clouds
417,Chicama,PE,-7.8447,-79.1469,59.54,81,78,5.88,broken clouds
418,Youhao,CN,47.8667,128.8333,58.37,59,99,11.36,overcast clouds
419,Kamiiso,JP,41.8167,140.65,55.78,82,75,2.3,broken clouds
420,Norman Wells,CA,65.282,-126.8329,48.24,76,100,18.41,overcast clouds
421,Diego De Almagro,CL,-26.3667,-70.05,55.27,26,80,0.69,broken clouds
422,Road Town,VG,18.4167,-64.6167,82.44,69,20,8.05,few clouds
423,Rundu,NA,-17.9333,19.7667,49.48,62,4,6.4,clear sky
424,Tiarei,PF,-17.5333,-149.3333,82.42,78,100,19.86,light rain
425,Inhambane,MZ,-23.865,35.3833,68.65,77,26,8.46,scattered clouds
426,Chandbali,IN,20.7833,86.7667,83.53,83,99,12.12,overcast clouds
427,Trois-Rivieres,CA,46.3501,-72.5491,64.89,80,0,10.36,clear sky
428,Tateyama,JP,34.9833,139.8667,67.44,66,88,10.96,overcast clouds
429,Phuket,TH,8.0,98.25,87.13,88,20,2.3,few clouds
430,Roros,NO,62.5747,11.3842,44.44,81,100,11.5,overcast clouds
431,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,91,40,17.27,scattered clouds
432,La Mira,MX,18.035,-102.3266,81.79,65,11,10.78,few clouds
433,Sikonge,TZ,-5.6333,32.7667,60.53,58,54,5.73,broken clouds
434,Baykit,RU,61.67,96.37,37.98,93,99,4.65,light rain
435,Chor,PK,25.5167,69.7667,81.54,66,72,19.22,broken clouds
436,Plettenberg Bay,ZA,-34.0527,23.3716,55.4,52,21,5.44,few clouds
437,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,88,75,12.91,broken clouds
438,Miri,MY,4.4148,114.0089,77.14,94,20,2.3,few clouds
439,Korla,CN,41.7597,86.1469,69.24,40,63,10.33,broken clouds
440,Tadine,NC,-21.55,167.8833,73.72,63,10,9.33,clear sky
441,Nizwa,OM,22.9333,57.5333,80.17,39,3,1.68,clear sky
442,Pacific Grove,US,36.6177,-121.9166,75.24,87,100,8.01,overcast clouds
443,Tilichiki,RU,60.4667,166.1,59.52,42,5,1.41,clear sky
444,Kaeo,NZ,-35.1,173.7833,63.32,79,90,6.15,overcast clouds
445,Lifford,IE,54.8319,-7.4836,47.25,94,2,4.09,clear sky
446,Las Varas,MX,21.1667,-105.1667,78.87,69,4,6.04,clear sky
447,Miracema Do Tocantins,BR,-9.5618,-48.3967,76.57,49,17,2.44,few clouds
448,Haines Junction,CA,60.7522,-137.5108,71.55,21,81,6.91,broken clouds
449,Mount Isa,AU,-20.7333,139.5,62.37,67,100,6.91,overcast clouds
450,Dongying,CN,37.4564,118.4856,79.38,56,100,14.0,overcast clouds
451,Abu Samrah,SY,35.3029,37.1841,69.67,37,0,5.86,clear sky
452,Guane,CU,22.2025,-84.0875,78.08,89,88,9.46,overcast clouds
453,Pak Phanang,TH,8.3511,100.202,78.82,81,100,5.19,light rain
454,Cabatuan,PH,10.8794,122.486,82.83,74,29,3.71,scattered clouds
455,Sabzevar,IR,36.2126,57.6819,72.68,27,0,9.22,clear sky
456,Rochester,US,43.1548,-77.6156,69.55,55,3,8.99,clear sky
457,Ploemeur,FR,47.7333,-3.4333,61.83,86,0,4.61,clear sky
458,Rawson,AR,-43.3002,-65.1023,49.14,65,100,21.68,light rain
459,Nyurba,RU,63.2842,118.3319,65.32,61,55,4.47,broken clouds
460,Stykkisholmur,IS,65.0757,-22.7297,41.43,72,92,13.4,overcast clouds
461,Kamenka,RU,51.3223,42.7678,59.9,95,97,8.9,heavy intensity rain
462,Tiksi,RU,71.6872,128.8694,39.78,92,100,6.6,overcast clouds
463,Dalby,AU,-27.1833,151.2667,57.97,78,93,16.33,overcast clouds
464,Garcia,MX,25.8167,-100.5833,82.71,58,84,10.87,broken clouds
465,Sosua,DO,19.7667,-70.5167,86.23,84,92,12.97,overcast clouds
466,Chiriqui Grande,PA,8.95,-82.1167,79.45,85,100,1.23,overcast clouds
467,Kichmengskiy Gorodok,RU,59.9816,45.7854,59.41,97,98,8.08,light rain
468,Honningsvag,NO,70.9821,25.9704,47.95,93,100,3.44,overcast clouds
469,Shingu,JP,33.7333,135.9833,73.71,51,59,6.29,broken clouds
470,Rawatsar,IN,29.2833,74.3833,86.22,11,0,8.72,clear sky
471,Poum,NC,-20.2333,164.0167,76.96,69,62,17.27,broken clouds
472,Zhigalovo,RU,54.8097,105.1578,52.84,58,4,0.94,clear sky
473,Beloha,MG,-25.1667,45.05,63.59,78,4,7.99,clear sky
474,Boa Vista,BR,2.8197,-60.6733,76.41,85,94,3.71,overcast clouds
475,Le Port,RE,-20.9373,55.2919,71.6,53,40,6.46,scattered clouds
476,Limbang,MY,4.75,115.0,78.91,92,100,1.57,overcast clouds
477,Gamba,GA,-2.65,10.0,72.84,93,58,4.99,light rain
478,Gairo,IT,39.8497,9.5047,62.17,38,49,4.03,scattered clouds
479,Namibe,AO,-15.1961,12.1522,73.36,50,28,4.43,scattered clouds
480,Bosaso,SO,11.2842,49.1816,86.22,59,12,1.32,few clouds
481,Orlik,RU,52.5178,99.825,45.66,47,5,4.59,clear sky
482,Camopi,GF,3.1655,-52.3158,71.91,99,97,2.1,overcast clouds
483,Khandyga,RU,62.6667,135.6,73.72,44,41,2.28,scattered clouds
484,Victoria,HK,22.2855,114.1577,85.96,85,100,11.99,overcast clouds
485,Muncar,ID,-8.4333,114.3333,78.13,87,74,1.34,broken clouds
486,Kamaishi,JP,39.2667,141.8833,57.6,79,32,1.25,scattered clouds
487,Svetlaya,RU,46.5389,138.3297,45.37,84,95,12.03,light rain
488,Kayes,ML,14.0,-11.0,95.72,25,28,6.53,scattered clouds
489,Aksay,RU,47.26,39.87,74.25,49,44,7.0,scattered clouds
490,Valdivia,CL,-39.8142,-73.2459,50.09,98,100,2.98,overcast clouds
491,Little Current,CA,45.9793,-81.9248,57.42,74,38,21.18,scattered clouds
492,Zhangye,CN,38.9342,100.4517,67.17,37,86,3.51,overcast clouds
493,Chandler,US,33.3062,-111.8412,102.94,10,0,11.5,clear sky
494,Cuiaba,BR,-15.5961,-56.0967,74.66,62,44,4.85,scattered clouds
495,Vera Cruz,BR,-12.6333,-41.0333,70.29,69,100,3.38,overcast clouds
496,Labuhan,ID,-6.8844,112.2051,78.48,83,41,6.64,scattered clouds
497,Baishishan,CN,43.5833,127.5667,52.63,98,100,7.31,moderate rain
498,Fredericksburg,US,38.3032,-77.4605,76.01,67,0,0.0,clear sky
499,Ternate,ID,0.8,127.4,82.2,76,91,4.79,overcast clouds
500,Constitucion,CL,-35.3333,-72.4167,53.74,92,100,18.68,light rain
501,Klaksvik,FO,62.2266,-6.589,50.92,85,100,12.8,overcast clouds
502,Serenje,ZM,-13.2325,30.2352,46.6,95,5,5.26,clear sky
503,Shitkino,RU,56.3703,98.3543,40.37,78,58,3.29,light rain
504,Kuloy,RU,61.0305,42.4925,60.04,99,100,6.98,light rain
505,Barreirinhas,BR,-2.7469,-42.8264,75.56,89,100,3.51,overcast clouds
506,Arman,RU,59.7,150.1667,61.02,80,81,6.2,broken clouds
507,Ambilobe,MG,-13.2,49.05,67.64,79,4,3.91,clear sky
508,Ciudad Del Maiz,MX,22.4,-99.6,79.93,35,5,14.67,clear sky
509,Vostok,RU,46.4856,135.8833,44.55,87,100,1.61,overcast clouds
510,Tsabong,BW,-26.0217,22.401,55.08,42,0,9.37,clear sky
511,Tutoia,BR,-2.7619,-42.2744,77.34,85,100,5.95,overcast clouds
512,Aripuana,BR,-9.1667,-60.6333,76.86,75,26,1.21,scattered clouds
513,Atocha,BO,-20.9333,-66.2333,39.79,35,28,8.03,scattered clouds
514,Kiunga,PG,-6.1219,141.2906,81.97,79,94,1.77,overcast clouds
515,Cherepanovo,RU,54.2222,83.381,40.46,69,73,5.68,broken clouds
516,Nelson Bay,AU,-32.7167,152.15,57.11,71,22,4.0,few clouds
517,Dwarka,IN,22.2394,68.9678,81.68,79,12,17.13,few clouds
518,Solnechnyy,RU,50.7214,136.6319,53.67,77,68,5.44,broken clouds
519,Keti Bandar,PK,24.1447,67.4497,81.32,85,24,21.88,few clouds
520,Kaka,TM,37.3482,59.6143,72.99,24,1,2.28,clear sky
521,Manono,CD,-7.3,27.4167,69.03,61,0,5.82,clear sky
522,Rochegda,RU,62.8,43.25,58.17,45,100,13.87,overcast clouds
523,Lerwick,GB,60.1545,-1.1494,44.6,89,86,5.01,overcast clouds
524,Jalpaiguri,IN,26.5167,88.7333,75.61,96,82,7.9,broken clouds
525,Cuauhtemoc,MX,28.4167,-106.8667,75.88,28,83,9.44,broken clouds
526,Oyama,JP,36.3,139.8,69.58,48,44,2.89,scattered clouds
527,Kieta,PG,-6.2167,155.6333,84.56,68,62,4.41,broken clouds
528,Dabhol,IN,17.6,73.1667,79.12,82,67,5.28,broken clouds
529,Guerrero Negro,MX,27.9769,-114.0611,68.49,60,0,17.38,clear sky
530,Hukuntsi,BW,-24.0,21.75,52.65,43,0,8.75,clear sky
531,Palora,EC,-1.7,-77.9333,63.88,98,100,1.68,light rain
532,Kutum,SD,14.2,24.6667,73.42,57,71,11.86,broken clouds
533,Iracoubo,GF,5.4802,-53.2011,77.61,87,100,10.51,overcast clouds
534,Ahuimanu,US,21.4447,-157.8378,82.85,65,37,5.01,scattered clouds
535,Kalmunai,LK,7.4167,81.8167,78.51,85,91,6.29,overcast clouds
536,Kenora,CA,49.8167,-94.4337,59.77,28,22,15.01,few clouds
537,Xuddur,SO,4.1213,43.8894,69.87,84,71,14.29,broken clouds
538,Saint-Leu,RE,-21.15,55.2833,70.66,64,25,7.36,scattered clouds
539,Zyryanka,RU,65.75,150.85,60.03,46,99,18.77,overcast clouds
540,Ulaanbaatar,MN,47.9077,106.8832,39.2,94,100,9.89,overcast clouds
541,Kuito,AO,-12.3833,16.9333,49.01,65,27,4.14,scattered clouds
542,Rudnogorsk,RU,57.2639,103.7519,48.54,67,24,5.82,few clouds
543,Egvekinot,RU,66.3167,-179.1667,34.86,84,99,3.29,overcast clouds
544,Carballo,ES,43.213,-8.691,61.02,94,86,1.7,overcast clouds
545,Chernyy Yar,RU,48.0624,46.1091,67.73,40,4,6.53,clear sky
546,Chingirlau,KZ,51.095,54.0814,62.38,66,38,6.71,scattered clouds
547,Ndele,CF,8.4109,20.6473,69.67,95,100,1.59,light rain
548,Isangel,VU,-19.55,169.2667,76.73,74,20,7.92,few clouds
549,Francisco Sa,BR,-16.4758,-43.4883,70.61,52,69,7.99,broken clouds
550,Tommot,RU,58.9564,126.2925,66.92,45,3,6.6,clear sky
551,Labytnangi,RU,66.6572,66.4183,37.2,44,5,9.86,clear sky
552,Henties Bay,NA,-22.116,14.2845,70.74,34,22,10.76,few clouds
553,Pachmarhi,IN,22.4667,78.4333,79.77,24,90,4.27,overcast clouds
554,Saint-Louis,SN,16.3333,-15.0,95.74,20,11,19.22,few clouds
555,Marienburg,PL,54.0359,19.0266,51.89,90,25,1.83,scattered clouds
556,Soubre,CI,5.7856,-6.6083,73.17,99,96,1.9,overcast clouds
557,Sidi Ali,DZ,36.0998,0.4206,68.52,56,98,0.85,overcast clouds
558,Coahuayana,MX,18.7333,-103.6833,81.86,64,39,6.06,scattered clouds
559,Van,TR,38.4924,43.3831,67.35,28,20,8.05,few clouds
560,Ippy,CF,6.2679,21.2247,69.62,97,100,3.6,light rain
561,Blackfoot,US,43.1905,-112.345,76.01,62,94,13.96,overcast clouds
562,Vanimo,PG,-2.6741,141.3028,83.66,70,94,5.46,moderate rain
563,Port-Gentil,GA,-0.7193,8.7815,76.28,88,99,12.75,overcast clouds
564,Fereydunshahr,IR,32.941,50.121,57.0,29,28,5.53,scattered clouds
565,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.66,98,99,2.06,overcast clouds
566,Bonthe,SL,7.5264,-12.505,79.02,86,65,6.89,light rain
567,Chumikan,RU,54.7183,135.315,46.65,89,63,1.63,broken clouds
568,Vrangel,RU,42.7297,133.0839,50.07,78,100,13.04,overcast clouds
569,Tokur,RU,53.1333,132.9,56.08,50,15,1.97,few clouds
570,China,MX,25.7,-99.2333,94.78,27,68,14.45,broken clouds
571,Chililabombwe,ZM,-12.3648,27.8229,49.57,82,7,6.35,clear sky
572,Acajutla,SV,13.5928,-89.8275,80.2,82,100,2.84,overcast clouds
573,Priargunsk,RU,50.3691,119.1012,54.5,88,100,14.94,overcast clouds
574,Pryluky,UA,50.5932,32.3876,52.88,90,0,5.66,clear sky
575,Belmonte,BR,-15.8631,-38.8828,73.71,82,75,6.64,broken clouds
576,Zeya,RU,53.75,127.2667,60.58,66,97,1.86,overcast clouds
577,Matara,LK,5.9485,80.5353,77.31,90,100,11.05,overcast clouds
578,Dawlatabad,AF,36.4141,64.9053,70.79,23,0,3.38,clear sky
579,Kochevo,RU,59.5994,54.3125,45.25,72,0,8.1,clear sky
580,Heilbron,ZA,-27.2812,27.9709,45.34,41,0,3.53,clear sky
581,Kisangani,CD,0.5167,25.2,70.52,95,99,1.81,light rain
582,Nizhniy Kuranakh,RU,58.8353,125.4869,64.8,49,3,9.37,clear sky
583,High Level,CA,58.5169,-117.136,74.62,28,1,6.89,clear sky
584,Seoul,KR,37.5683,126.9778,74.77,64,75,3.44,broken clouds
585,Skoghall,SE,59.3232,13.4655,48.76,90,20,5.75,few clouds
586,Ariquemes,BR,-9.9133,-63.0408,78.33,73,82,2.28,broken clouds
587,Rawah,IQ,34.4816,41.9093,87.98,22,69,9.62,broken clouds
588,Coquimbo,CL,-29.9533,-71.3436,56.93,58,0,4.61,clear sky
589,Salinopolis,BR,-0.6136,-47.3561,79.27,82,100,7.27,overcast clouds
590,Saltillo,MX,25.4167,-101.0,73.29,57,98,5.06,overcast clouds
591,La Palma,US,33.8464,-118.0467,85.91,64,0,10.36,clear sky
592,Tabuk,PH,17.4189,121.4443,81.48,77,70,3.09,broken clouds
593,Timizart,DZ,36.8,4.2667,65.43,86,99,5.06,overcast clouds
594,Goure,NE,13.9835,10.2704,83.55,15,5,7.02,clear sky
595,Jerome,US,42.7241,-114.5186,78.67,37,77,14.03,broken clouds
596,San Luis,AR,-33.295,-66.3356,46.15,61,89,11.1,overcast clouds
597,Palmares,BR,-8.6833,-35.5917,72.0,96,99,1.88,overcast clouds
598,Tura,IN,25.5198,90.2201,72.99,98,65,4.81,moderate rain
599,Alyangula,AU,-13.8483,136.4192,82.06,73,89,11.16,overcast clouds
600,Faanui,PF,-16.4833,-151.75,78.55,75,85,8.05,moderate rain
601,Morehead,US,37.2711,-87.1764,76.75,36,0,0.0,clear sky
602,Mopti,ML,14.6667,-4.0,91.85,26,75,11.23,broken clouds
603,Ampanihy,MG,-24.7,44.75,60.51,84,1,7.45,clear sky
604,Asyut,EG,27.181,31.1837,82.33,25,20,4.59,few clouds
605,Forli,IT,44.2236,12.0528,71.64,93,87,3.94,overcast clouds
606,Esperance,AU,-33.8667,121.9,56.84,74,88,18.25,overcast clouds
607,Zaranj,AF,30.9667,61.8833,82.22,15,0,25.88,clear sky
608,Santa Fe,AR,-31.6333,-60.7,52.0,70,11,8.01,few clouds
609,Zlitan,LY,32.4674,14.5687,71.83,67,0,1.97,clear sky
610,Half Moon Bay,US,37.4636,-122.4286,75.9,77,75,17.27,mist
611,Krasnoselkup,RU,65.7,82.4667,37.0,92,100,16.96,overcast clouds
612,Carahue,CL,-38.7,-73.1667,49.89,95,100,3.42,overcast clouds
613,Zaysan,KZ,47.4667,84.8667,57.81,48,67,3.36,broken clouds
614,Harper,LR,4.375,-7.7169,77.86,87,90,6.85,light rain
615,Kyren,RU,51.6828,102.1408,50.52,60,2,1.19,clear sky
616,Pokhara,NP,28.2333,83.9833,71.31,45,90,8.37,overcast clouds
617,Mitsamiouli,KM,-11.3847,43.2844,79.25,71,57,8.14,broken clouds
618,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.16,98,84,2.3,broken clouds
619,Hailey,US,43.5196,-114.3153,72.81,37,81,18.01,broken clouds
620,Hampton,US,37.0299,-76.3452,77.09,64,94,1.01,overcast clouds
621,Antalaha,MG,-14.9003,50.2788,70.09,90,55,9.6,light rain
622,Kuryk,KZ,43.2,51.65,74.7,23,64,11.88,broken clouds
623,Ketchikan,US,55.3422,-131.6461,60.24,80,100,2.44,overcast clouds
624,Akyab,MM,20.15,92.9,81.0,84,100,6.67,overcast clouds
625,Zhob,PK,31.3411,69.4481,69.87,12,0,0.98,clear sky
626,Vikramasingapuram,IN,8.714,77.3893,78.03,81,76,5.73,broken clouds
627,Amapa,BR,1.0,-52.0,72.28,92,95,2.21,overcast clouds
628,Macheng,CN,31.1783,115.0319,78.1,89,99,2.1,overcast clouds
629,Lashio,MM,22.9333,97.75,69.31,97,96,0.74,overcast clouds
630,Oxford,GB,51.7522,-1.256,59.05,68,83,3.0,broken clouds
631,Tual,ID,-5.6667,132.75,83.68,70,58,5.21,broken clouds
632,Stornoway,GB,58.2093,-6.3865,48.92,91,0,0.0,clear sky
633,Norrtalje,SE,59.758,18.705,54.01,96,30,4.7,scattered clouds
634,Baker City,US,44.7749,-117.8344,61.59,75,0,9.22,clear sky
635,Marks,RU,51.7111,46.7486,63.07,63,35,5.17,scattered clouds
636,San Francisco,US,37.7749,-122.4194,75.47,83,99,11.01,overcast clouds
637,Lamar,US,33.6668,-95.5836,78.98,61,0,8.05,clear sky
638,Copiapo,CL,-27.3667,-70.3333,51.49,28,94,2.08,overcast clouds
639,Port Augusta,AU,-32.5,137.7667,53.96,79,38,8.5,scattered clouds
640,Broken Hill,AU,-31.95,141.4333,52.32,71,51,17.09,broken clouds
641,Tongliao,CN,43.6125,122.2653,69.78,72,100,9.33,moderate rain
642,General Cepeda,MX,25.3833,-101.45,75.07,41,82,8.12,broken clouds
643,Kidal,ML,18.4411,1.4078,91.85,11,14,10.25,few clouds
644,Vredendal,ZA,-31.6683,18.5012,53.1,45,46,1.48,scattered clouds
645,Praya,CV,14.9215,-23.5087,73.04,80,45,16.71,scattered clouds
646,Thanh Hoa,VN,19.8,105.7667,84.29,70,91,8.01,overcast clouds
647,Furano,JP,43.2818,142.4743,48.76,83,100,5.01,overcast clouds
648,Mecca,SA,21.4267,39.8261,89.55,20,0,3.53,clear sky
649,Port Keats,AU,-14.25,129.55,84.76,47,33,8.66,scattered clouds
650,Sinjar,IQ,36.3209,41.8754,87.04,9,1,6.62,clear sky
651,Iskateley,RU,67.6803,53.1512,37.02,57,13,11.07,few clouds
652,Kikwit,CD,-5.041,18.8162,73.2,55,18,2.8,few clouds
653,Matay,EG,28.419,30.7792,80.8,33,0,6.06,clear sky
654,Mehkar,IN,20.1508,76.569,84.78,36,91,13.53,overcast clouds
655,Najran,SA,17.4924,44.1277,71.94,29,6,2.59,clear sky
656,Buala,SB,-8.145,159.5921,84.92,69,88,9.01,overcast clouds
657,Harnosand,SE,62.6323,17.9379,53.62,75,74,16.78,broken clouds
658,Surgut,RU,61.25,73.4167,33.98,100,75,13.42,light shower snow
659,Nimes,FR,43.8333,4.35,70.99,83,0,5.75,clear sky
660,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.9,87,81,3.78,light rain
661,Ca Mau,VN,9.1769,105.15,79.79,86,96,3.38,overcast clouds
662,Riyadh,SA,24.6877,46.7219,80.74,11,0,2.75,clear sky
663,Neiafu,TO,-18.65,-173.9833,80.44,72,5,14.2,clear sky
664,Svetlogorsk,BY,52.6333,29.7333,50.58,82,4,3.65,clear sky
665,Am Timan,TD,11.0297,20.2827,79.93,54,99,8.19,overcast clouds
666,Tanda,IN,26.55,82.65,88.11,16,71,5.86,broken clouds
667,Calvinia,ZA,-31.4707,19.776,51.35,35,27,3.91,scattered clouds
668,Krasnaya Polyana,RU,56.242,51.1442,61.47,96,100,3.4,overcast clouds
669,Saint-Georges,GD,12.0564,-61.7485,79.5,85,95,16.87,overcast clouds
670,Phangnga,TH,8.4509,98.5298,77.04,91,99,1.48,overcast clouds
671,Hagersville,CA,42.9668,-80.0497,67.1,73,77,5.44,broken clouds
672,Bilma,NE,18.6853,12.9164,86.94,12,2,3.02,clear sky
673,Porto Novo,BJ,6.4965,2.6036,81.1,80,100,8.34,overcast clouds
674,Dolores,AR,-36.3132,-57.6792,42.03,65,82,6.29,broken clouds
675,Cam Ranh,VN,11.9214,109.1591,82.36,74,20,1.14,few clouds
676,Almaznyy,RU,48.0448,40.045,64.18,70,63,7.74,broken clouds
677,Zapresic,HR,45.8564,15.8078,69.93,80,97,3.78,overcast clouds
678,Mariani,IN,26.6667,94.3333,76.66,91,90,0.63,overcast clouds
679,Lima,PE,-12.0432,-77.0282,66.9,78,64,4.65,broken clouds
680,Satinka,RU,52.3792,41.6819,55.35,96,97,8.66,overcast clouds
681,Kattivakkam,IN,13.2167,80.3167,86.09,81,45,14.65,scattered clouds
682,Lam Luk Ka,TH,13.9323,100.7494,84.99,97,20,3.44,light rain
683,Balykshi,KZ,47.0667,51.8667,60.8,55,0,6.71,clear sky
684,Yanam,IN,16.7333,82.2167,81.97,87,100,4.76,overcast clouds
685,Iwanai,JP,42.9744,140.5089,53.22,77,99,4.83,overcast clouds
686,Boguchany,RU,58.3814,97.4531,41.22,53,50,10.89,scattered clouds
687,Sabha,LY,27.0377,14.4283,79.27,21,0,10.69,clear sky
688,Ambovombe,MG,-25.1667,46.0833,66.85,75,0,12.41,clear sky
689,Santa Cruz,BO,-17.8,-63.1667,58.46,77,40,4.61,scattered clouds
690,Baracoa,CU,20.3467,-74.4958,80.1,77,100,6.49,overcast clouds
691,Sakaiminato,JP,35.55,133.2333,65.8,72,37,14.2,scattered clouds
692,Skibbereen,IE,51.55,-9.2667,55.11,91,45,6.06,scattered clouds
693,Tahta,EG,26.7693,31.5021,84.27,23,100,2.24,overcast clouds
694,Asau,RO,46.4333,26.4,56.28,88,2,2.48,clear sky
695,Bajil,YE,15.0584,43.2851,86.16,49,5,3.69,clear sky
696,Verkh-Chebula,RU,56.0308,87.6218,38.55,61,8,3.78,clear sky
697,Chipata,ZM,-13.6333,32.65,51.42,86,20,5.7,few clouds
698,Lata,PT,40.1629,-8.3327,55.45,94,10,3.11,clear sky
699,Kitimat,CA,54.0524,-128.6534,62.91,34,100,2.26,light rain
700,Foumban,CM,5.7291,10.9001,62.08,96,94,2.28,moderate rain
