City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Gold Coast,AU,2022-05-31 16:53:53,-28.0,153.4333,60.01,79,99,9.22
278,Fort-Shevchenko,KZ,2022-05-31 16:58:47,44.5086,50.263,77.77,38,0,5.28
279,Sambava,MG,2022-05-31 16:58:47,-14.2667,50.1667,73.2,69,4,14.07
280,La Ronge,CA,2022-05-31 16:59:48,55.1001,-105.2842,52.02,37,20,19.57
281,Baykit,RU,2022-05-31 16:59:48,61.67,96.37,44.71,89,97,9.31
282,Pevek,RU,2022-05-31 16:59:48,69.7008,170.3133,31.95,95,100,1.25
283,Bathsheba,BB,2022-05-31 16:59:49,13.2167,-59.5167,88.41,62,40,17.27
284,Sungaipenuh,ID,2022-05-31 16:59:49,-2.0833,101.3833,64.13,97,96,1.34
285,Vanavara,RU,2022-05-31 16:59:49,60.34,102.2797,44.38,92,94,7.83
286,Kruisfontein,ZA,2022-05-31 16:59:50,-34.0033,24.7314,56.88,69,23,16.11
287,Dicabisagan,PH,2022-05-31 16:59:50,17.0818,122.4157,79.74,80,74,4.63
288,Takoradi,GH,2022-05-31 16:59:50,4.8845,-1.7554,81.68,76,37,9.48
289,Rochegda,RU,2022-05-31 16:59:51,62.8,43.25,63.97,63,80,2.39
290,Bani Walid,LY,2022-05-31 16:59:51,31.7566,13.9942,96.75,14,15,23.22
291,Conselheiro Lafaiete,BR,2022-05-31 16:59:51,-20.6603,-43.7861,78.66,42,85,1.5
292,Avera,US,2022-05-31 16:59:52,33.194,-82.5271,86.56,48,0,5.64
293,Champerico,GT,2022-05-31 16:59:52,14.3,-91.9167,79.34,83,100,5.3
